id_pedido,id_produto,id_loja,nome_produto,categoria_produto,cidade,data_venda,quantidade_vendida,valor_venda
1180,50,2,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,24/10/2022,5,333.57
1181,36,3,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,28/09/2024,11,186.91
1182,63,4,PowerPro,Ferramentas Criativas,São Paulo,08/11/2024,1,312.99
1183,99,5,LostFost,Ferramentas Criativas,Belo Horizonte,12/11/2022,10,345.01
1184,66,1,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,05/06/2023,15,353.07
1185,84,3,HargenXtudio,Ferramentas Criativas,São Paulo,09/01/2022,16,80.53
1186,84,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,12/07/2023,10,339.77
1187,50,2,UI/UX-K,Ferramentas Criativas,Belo Horizonte,18/10/2022,17,64.3
1188,84,5,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,13/01/2023,2,417.39
1189,15,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,18/04/2022,18,419.1
1190,59,1,CodeCode,Ferramentas Criativas,São Paulo,10/02/2023,5,153.81
1191,42,1,CodeCode,Ferramentas Criativas,São Paulo,25/05/2023,3,165.59
1192,83,1,LostFost,Ferramentas Criativas,São Paulo,12/01/2022,9,269.05
1193,96,5,PowerPro,Ferramentas Educacionais,São Paulo,31/07/2023,13,55.88
1194,11,3,CodeCode,Ferramentas Criativas,Belo Horizonte,18/12/2022,5,38.53
1195,32,2,PowerPro,Ferramentas Criativas,Rio de Janeiro,18/08/2022,2,133.87
1196,24,3,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,20/07/2024,6,110.8
1197,38,5,CodeCode,Ferramentas Educacionais,Belo Horizonte,15/02/2023,15,330.71
1198,70,2,LostFost,Ferramentas Educacionais,Belo Horizonte,24/07/2024,6,196.73
1199,22,4,LostFost,Ferramentas de Desenvolvimento,São Paulo,22/10/2024,5,96.23
1200,36,2,CodeCode,Ferramentas Criativas,São Paulo,08/02/2022,3,190.81
1201,21,1,HargenXtudio,Ferramentas Educacionais,São Paulo,25/07/2024,9,131.34
1202,68,1,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,16/12/2024,18,125.72
1203,59,4,LostFost,Ferramentas Criativas,Rio de Janeiro,22/12/2022,7,211.17
1204,86,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,18/03/2023,12,251.52
1205,40,5,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,23/02/2024,15,303.16
1206,26,4,LostFost,Ferramentas Criativas,Belo Horizonte,09/04/2024,15,128.89
1207,73,1,HargenXtudio,Ferramentas Educacionais,São Paulo,13/11/2023,19,110.99
1208,79,2,LostFost,Ferramentas Criativas,Rio de Janeiro,17/07/2024,19,285.11
1209,41,4,CodeCode,Ferramentas Criativas,Belo Horizonte,14/02/2022,6,76.23
1210,29,4,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,02/09/2022,17,470.86
1211,96,4,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,20/02/2023,3,469.76
1212,50,5,CodeCode,Ferramentas Educacionais,Belo Horizonte,30/08/2023,19,239.49
1213,89,3,CodeCode,Ferramentas Educacionais,Belo Horizonte,10/01/2023,4,462.22
1214,12,5,PowerPro,Ferramentas Educacionais,Belo Horizonte,23/01/2022,8,354.66
1215,76,1,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,14/08/2022,9,206.31
1216,21,4,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,25/05/2023,2,463.28
1217,11,2,HargenXtudio,Ferramentas Educacionais,São Paulo,09/01/2023,5,256.97
1218,76,5,LostFost,Ferramentas Criativas,Rio de Janeiro,23/12/2024,18,242.22
1219,11,3,HargenXtudio,Ferramentas Criativas,Belo Horizonte,11/03/2022,15,99.9
1220,46,1,CodeCode,Ferramentas Educacionais,São Paulo,05/03/2022,10,132.05
1221,21,3,CodeCode,Ferramentas de Desenvolvimento,São Paulo,02/11/2022,14,301.89
1222,89,3,PowerPro,Ferramentas Educacionais,São Paulo,05/10/2024,14,471.25
1223,67,5,CodeCode,Ferramentas Criativas,São Paulo,19/05/2023,9,341.26
1224,17,2,UI/UX-K,Ferramentas Criativas,São Paulo,15/02/2022,5,279.43
1225,32,1,LostFost,Ferramentas Criativas,Rio de Janeiro,12/06/2024,11,302.78
1226,67,2,HargenXtudio,Ferramentas Educacionais,São Paulo,28/06/2022,7,302.32
1227,18,3,UI/UX-K,Ferramentas Criativas,São Paulo,06/01/2023,12,313.87
1228,43,3,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,09/02/2023,20,275.89
1229,69,4,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,24/11/2023,8,37.46
1230,38,4,HargenXtudio,Ferramentas Criativas,São Paulo,11/02/2023,15,422.1
1231,59,5,LostFost,Ferramentas Criativas,Belo Horizonte,14/01/2023,17,398.77
1232,20,3,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,30/10/2023,14,108.11
1233,78,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,27/01/2022,5,282.81
1234,83,4,CodeCode,Ferramentas Educacionais,São Paulo,20/07/2024,11,415.3
1235,20,2,HargenXtudio,Ferramentas Educacionais,São Paulo,12/12/2022,10,395.62
1236,32,1,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,13/04/2022,9,368.55
1237,10,2,LostFost,Ferramentas Educacionais,São Paulo,02/06/2022,2,66.98
1238,40,1,HargenXtudio,Ferramentas Criativas,São Paulo,24/04/2023,15,288.09
1239,72,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,06/01/2023,1,457.07
1240,63,2,CodeCode,Ferramentas Educacionais,Rio de Janeiro,13/06/2022,3,93.16
1241,47,1,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,03/06/2022,11,185.91
1242,39,5,LostFost,Ferramentas Criativas,São Paulo,20/04/2022,17,33.39
1243,44,5,LostFost,Ferramentas Educacionais,Rio de Janeiro,14/03/2023,8,273.84
1244,71,5,HargenXtudio,Ferramentas Educacionais,São Paulo,12/02/2023,12,201.56
1245,18,5,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,12/08/2024,14,431.72
1246,88,3,LostFost,Ferramentas de Desenvolvimento,São Paulo,01/01/2023,7,218.61
1247,22,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,06/12/2023,8,395.73
1248,79,4,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,22/03/2024,3,360.81
1249,85,2,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,13/10/2024,13,461.67
1250,78,4,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,23/12/2022,18,154.64
1251,94,5,UI/UX-K,Ferramentas Criativas,São Paulo,12/12/2022,4,240.3
1252,52,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,17/12/2023,3,55.81
1253,56,2,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,23/03/2023,8,275.3
1254,54,2,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,28/06/2024,8,288.95
1255,77,5,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,23/03/2023,20,119.52
1256,40,3,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,03/05/2024,9,432.65
1257,52,1,UI/UX-K,Ferramentas Criativas,São Paulo,08/03/2024,13,238.2
1258,49,2,CodeCode,Ferramentas de Desenvolvimento,São Paulo,28/07/2023,10,21.87
1259,23,3,CodeCode,Ferramentas Educacionais,São Paulo,23/03/2024,16,240.28
1260,21,1,LostFost,Ferramentas Criativas,Rio de Janeiro,28/07/2024,20,373.3
1261,89,4,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,05/05/2024,11,146.97
1262,32,1,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,13/11/2023,1,459.35
1263,24,3,LostFost,Ferramentas Educacionais,São Paulo,17/11/2024,10,41.39
1264,17,3,CodeCode,Ferramentas Criativas,Rio de Janeiro,27/10/2023,19,485.59
1265,13,1,CodeCode,Ferramentas Criativas,Rio de Janeiro,24/06/2023,2,88.02
1266,10,2,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,23/05/2024,19,286.82
1267,38,5,LostFost,Ferramentas Criativas,São Paulo,25/05/2023,12,70.3
1268,76,3,HargenXtudio,Ferramentas Educacionais,São Paulo,21/05/2023,11,164.48
1269,63,2,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,01/05/2024,19,387.4
1270,26,5,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,27/08/2024,11,285.65
1271,22,5,CodeCode,Ferramentas Criativas,Belo Horizonte,18/10/2024,7,486.61
1272,97,4,CodeCode,Ferramentas Educacionais,Belo Horizonte,02/04/2022,2,362.59
1273,91,4,LostFost,Ferramentas Educacionais,São Paulo,05/11/2024,5,365.55
1274,16,2,PowerPro,Ferramentas Criativas,Rio de Janeiro,20/03/2022,12,204.52
1275,48,5,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,22/03/2023,13,471.47
1276,34,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,19/09/2022,11,216.5
1277,87,2,LostFost,Ferramentas Criativas,Rio de Janeiro,24/05/2024,11,455.07
1278,97,5,CodeCode,Ferramentas Criativas,Belo Horizonte,22/09/2024,4,420.39
1279,52,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,13/09/2023,17,488.69
1280,71,2,HargenXtudio,Ferramentas Criativas,Belo Horizonte,27/11/2023,9,164.68
1281,64,5,LostFost,Ferramentas de Desenvolvimento,São Paulo,10/11/2024,5,423.74
1282,37,1,UI/UX-K,Ferramentas Criativas,São Paulo,09/02/2023,14,304.26
1283,51,5,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,15/01/2024,2,197.99
1284,53,5,LostFost,Ferramentas Criativas,Belo Horizonte,31/10/2023,13,12.64
1285,46,2,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,27/11/2024,11,10.28
1286,45,5,PowerPro,Ferramentas Criativas,São Paulo,23/11/2024,2,321.82
1287,59,4,CodeCode,Ferramentas Educacionais,São Paulo,21/10/2022,5,395.14
1288,42,2,PowerPro,Ferramentas Criativas,Rio de Janeiro,15/04/2022,10,315.76
1289,79,5,PowerPro,Ferramentas Criativas,Rio de Janeiro,13/07/2022,13,56.97
1290,14,5,LostFost,Ferramentas Educacionais,Rio de Janeiro,18/02/2023,11,244.42
1291,27,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,10/09/2023,8,437.86
1292,40,1,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,04/10/2022,6,70.35
1293,33,2,PowerPro,Ferramentas Educacionais,Belo Horizonte,04/06/2023,11,387.67
1294,14,3,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,14/12/2023,19,106.45
1295,41,5,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,18/12/2024,12,372.03
1296,55,1,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,18/09/2022,18,101.62
1297,34,2,UI/UX-K,Ferramentas Criativas,Belo Horizonte,29/06/2023,13,170.92
1298,81,4,CodeCode,Ferramentas Educacionais,Belo Horizonte,25/09/2023,11,81.67
1299,69,4,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,25/12/2022,8,204.93
1300,64,4,PowerPro,Ferramentas Educacionais,São Paulo,11/11/2022,7,50.46
1301,73,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,07/12/2024,6,131.53
1302,78,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,12/11/2024,1,490.35
1303,62,3,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,27/02/2024,5,233.79
1304,92,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,12/11/2024,5,12.35
1305,81,1,CodeCode,Ferramentas Criativas,Belo Horizonte,17/09/2024,16,303.9
1306,42,3,LostFost,Ferramentas Educacionais,Rio de Janeiro,24/03/2022,10,324.06
1307,76,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,11/02/2023,14,420.58
1308,16,1,LostFost,Ferramentas de Desenvolvimento,São Paulo,22/09/2022,1,103.63
1309,52,5,LostFost,Ferramentas Criativas,São Paulo,26/11/2024,17,155.14
1310,76,2,PowerPro,Ferramentas Educacionais,Belo Horizonte,24/03/2023,1,308.38
1311,31,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,27/05/2023,1,258.26
1312,14,1,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,11/02/2023,5,312.87
1313,62,1,LostFost,Ferramentas Educacionais,São Paulo,15/11/2023,14,495.44
1314,26,5,HargenXtudio,Ferramentas Educacionais,São Paulo,08/03/2024,9,240.32
1315,49,1,PowerPro,Ferramentas Educacionais,São Paulo,13/06/2022,18,285.0
1316,29,1,LostFost,Ferramentas Educacionais,Rio de Janeiro,23/07/2023,9,240.87
1317,67,5,CodeCode,Ferramentas Criativas,Belo Horizonte,24/05/2023,15,69.01
1318,64,2,LostFost,Ferramentas Criativas,Belo Horizonte,12/04/2022,2,457.99
1319,81,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,06/08/2023,9,286.11
1320,23,2,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,10/09/2022,20,89.44
1321,96,4,PowerPro,Ferramentas Criativas,Rio de Janeiro,20/06/2023,1,291.74
1322,71,2,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,23/11/2024,2,434.16
1323,22,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,06/04/2024,4,452.21
1324,80,2,CodeCode,Ferramentas Criativas,Belo Horizonte,01/08/2022,9,399.09
1325,89,2,CodeCode,Ferramentas Criativas,Rio de Janeiro,23/02/2024,8,362.11
1326,70,5,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,15/08/2022,4,194.3
1327,46,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,19/02/2022,17,178.02
1328,63,2,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,18/06/2024,5,289.28
1329,63,1,HargenXtudio,Ferramentas Educacionais,São Paulo,11/12/2024,12,114.79
1330,52,2,HargenXtudio,Ferramentas Criativas,São Paulo,23/06/2024,2,431.13
1331,80,1,PowerPro,Ferramentas Criativas,Belo Horizonte,26/02/2023,8,375.27
1332,86,3,UI/UX-K,Ferramentas Criativas,Belo Horizonte,14/07/2022,5,401.26
1333,93,4,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,02/03/2024,18,227.08
1334,99,5,HargenXtudio,Ferramentas Educacionais,São Paulo,07/03/2024,19,219.84
1335,31,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,01/10/2024,18,79.58
1336,48,3,CodeCode,Ferramentas Educacionais,Belo Horizonte,12/12/2024,14,84.6
1337,46,2,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,25/11/2023,4,339.75
1338,55,1,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,01/03/2024,18,270.15
1339,49,4,CodeCode,Ferramentas Educacionais,Belo Horizonte,27/10/2024,8,62.28
1340,38,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,04/08/2024,17,194.08
1341,59,1,LostFost,Ferramentas Educacionais,São Paulo,29/05/2023,15,424.86
1342,31,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,10/03/2024,5,26.43
1343,70,1,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,10/03/2023,11,244.63
1344,15,1,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,03/05/2024,15,18.9
1345,35,1,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,16/02/2024,13,485.44
1346,74,5,HargenXtudio,Ferramentas Educacionais,São Paulo,15/05/2024,3,273.0
1347,44,2,PowerPro,Ferramentas Educacionais,São Paulo,19/11/2023,19,12.35
1348,28,3,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,25/07/2024,9,495.59
1349,49,2,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,17/05/2024,13,115.86
1350,62,1,LostFost,Ferramentas Criativas,São Paulo,05/02/2023,14,41.38
1351,73,3,LostFost,Ferramentas Criativas,São Paulo,03/04/2022,9,294.86
1352,87,5,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,23/09/2022,17,245.51
1353,49,3,LostFost,Ferramentas Educacionais,São Paulo,10/11/2024,2,106.52
1354,58,5,LostFost,Ferramentas Criativas,São Paulo,28/03/2024,19,434.17
1355,67,4,PowerPro,Ferramentas Criativas,Rio de Janeiro,12/01/2022,3,125.82
1356,84,4,HargenXtudio,Ferramentas Criativas,Belo Horizonte,19/09/2024,12,221.27
1357,48,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,05/01/2024,18,50.5
1358,23,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,13/11/2024,2,497.96
1359,44,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,07/03/2024,17,95.48
1360,75,1,PowerPro,Ferramentas Educacionais,São Paulo,23/03/2022,17,435.03
1361,76,4,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,25/01/2022,11,497.66
1362,60,1,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,04/06/2024,2,302.41
1363,60,3,LostFost,Ferramentas Educacionais,Rio de Janeiro,06/11/2022,1,120.54
1364,94,3,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,07/09/2022,14,242.12
1365,41,2,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,27/11/2022,15,435.21
1366,21,1,LostFost,Ferramentas Educacionais,São Paulo,15/01/2022,5,397.44
1367,93,4,LostFost,Ferramentas Criativas,Rio de Janeiro,12/05/2022,8,395.97
1368,45,4,UI/UX-K,Ferramentas Criativas,São Paulo,22/10/2024,15,464.9
1369,87,5,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,03/11/2022,10,108.89
1370,75,4,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,26/10/2022,12,194.3
1371,38,4,CodeCode,Ferramentas Educacionais,São Paulo,09/03/2023,19,141.69
1372,83,1,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,09/03/2024,15,333.32
1373,60,4,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,16/11/2023,10,113.53
1374,37,1,UI/UX-K,Ferramentas Criativas,São Paulo,27/02/2023,6,401.75
1375,62,2,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,19/08/2023,17,408.76
1376,76,1,LostFost,Ferramentas Criativas,Rio de Janeiro,09/09/2022,1,364.87
1377,31,2,PowerPro,Ferramentas Educacionais,Belo Horizonte,10/10/2022,11,213.61
1378,73,3,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,19/03/2023,8,305.31
1379,56,4,LostFost,Ferramentas Criativas,São Paulo,08/08/2024,20,10.73
1380,78,2,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,02/01/2022,7,212.93
1381,33,1,LostFost,Ferramentas Criativas,São Paulo,22/02/2024,15,80.23
1382,52,5,CodeCode,Ferramentas de Desenvolvimento,São Paulo,16/07/2023,11,176.33
1383,26,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,11/07/2024,2,145.88
1384,93,5,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,18/12/2022,13,30.06
1385,97,3,CodeCode,Ferramentas Criativas,Belo Horizonte,15/01/2024,3,253.53
1386,28,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,06/09/2024,14,248.73
1387,81,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,29/11/2022,5,195.96
1388,48,2,LostFost,Ferramentas Criativas,São Paulo,12/05/2024,13,121.03
1389,50,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,10/12/2023,4,324.44
1390,74,5,CodeCode,Ferramentas Educacionais,Belo Horizonte,18/12/2022,13,440.2
1391,16,4,LostFost,Ferramentas Educacionais,São Paulo,21/12/2022,2,73.6
1392,29,5,LostFost,Ferramentas Criativas,São Paulo,15/11/2023,17,261.16
1393,80,4,CodeCode,Ferramentas Criativas,Belo Horizonte,23/07/2022,6,353.25
1394,17,5,CodeCode,Ferramentas Educacionais,Belo Horizonte,06/09/2024,7,282.9
1395,27,3,CodeCode,Ferramentas Educacionais,São Paulo,13/07/2024,1,216.26
1396,93,3,LostFost,Ferramentas Criativas,Belo Horizonte,17/01/2024,18,89.96
1397,10,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,20/02/2024,18,205.72
1398,91,2,LostFost,Ferramentas Criativas,Rio de Janeiro,09/04/2023,10,488.56
1399,14,4,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,03/11/2022,10,189.68
1400,25,3,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,23/04/2023,7,274.19
1401,84,4,CodeCode,Ferramentas de Desenvolvimento,São Paulo,25/03/2022,4,146.28
1402,84,5,LostFost,Ferramentas de Desenvolvimento,São Paulo,15/01/2022,2,237.87
1403,25,2,PowerPro,Ferramentas Educacionais,São Paulo,28/04/2022,7,214.52
1404,100,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,13/07/2024,19,244.53
1405,69,2,PowerPro,Ferramentas Criativas,Belo Horizonte,08/08/2024,17,138.21
1406,93,3,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,05/11/2023,15,126.26
1407,66,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,10/08/2024,4,435.52
1408,72,5,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,10/02/2022,10,83.12
1409,68,3,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,23/01/2022,10,453.47
1410,21,5,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,01/08/2024,18,116.23
1411,44,1,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,15/01/2022,18,198.08
1412,55,4,LostFost,Ferramentas de Desenvolvimento,São Paulo,05/07/2024,18,207.55
1413,62,3,HargenXtudio,Ferramentas Criativas,São Paulo,22/03/2023,13,173.26
1414,30,5,LostFost,Ferramentas Criativas,Belo Horizonte,14/02/2022,19,214.71
1415,74,3,CodeCode,Ferramentas Criativas,Rio de Janeiro,07/04/2023,10,255.99
1416,48,2,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,14/02/2023,1,285.94
1417,35,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,19/10/2022,9,358.58
1418,45,2,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,10/08/2022,17,19.34
1419,27,1,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,28/02/2023,11,148.55
1420,19,4,PowerPro,Ferramentas Educacionais,Rio de Janeiro,04/12/2024,7,157.57
1421,25,4,LostFost,Ferramentas Educacionais,Belo Horizonte,09/04/2022,9,216.5
1422,95,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,10/01/2024,3,370.78
1423,71,5,CodeCode,Ferramentas Criativas,Belo Horizonte,15/11/2023,1,201.93
1424,63,1,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,24/02/2022,16,202.57
1425,43,5,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,22/02/2024,6,326.46
1426,11,4,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,11/08/2024,18,482.3
1427,16,2,UI/UX-K,Ferramentas Criativas,São Paulo,30/11/2023,3,246.36
1428,92,2,UI/UX-K,Ferramentas Criativas,São Paulo,07/03/2024,20,278.2
1429,10,4,LostFost,Ferramentas Criativas,Rio de Janeiro,08/11/2024,18,307.27
1430,35,1,PowerPro,Ferramentas de Desenvolvimento,São Paulo,29/09/2024,4,110.08
1431,47,1,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,14/09/2023,9,426.53
1432,84,3,LostFost,Ferramentas Criativas,Belo Horizonte,10/09/2023,16,202.87
1433,21,3,LostFost,Ferramentas Educacionais,São Paulo,08/10/2022,11,140.46
1434,63,4,CodeCode,Ferramentas Criativas,Rio de Janeiro,13/06/2022,18,176.14
1435,38,4,LostFost,Ferramentas Criativas,Belo Horizonte,13/07/2022,14,59.58
1436,76,4,HargenXtudio,Ferramentas Educacionais,São Paulo,07/03/2022,7,112.86
1437,58,3,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,01/03/2023,14,178.08
1438,35,5,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,13/04/2023,13,293.86
1439,74,5,UI/UX-K,Ferramentas Criativas,São Paulo,13/06/2022,19,34.4
1440,62,1,UI/UX-K,Ferramentas Criativas,Belo Horizonte,22/05/2024,6,18.02
1441,100,2,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,17/10/2022,14,442.8
1442,74,2,HargenXtudio,Ferramentas Educacionais,São Paulo,25/07/2023,5,137.56
1443,82,3,CodeCode,Ferramentas Criativas,Rio de Janeiro,12/11/2023,7,293.53
1444,62,1,LostFost,Ferramentas Criativas,São Paulo,03/02/2022,14,131.14
1445,21,3,CodeCode,Ferramentas Educacionais,São Paulo,24/10/2024,7,25.89
1446,76,4,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,17/12/2023,16,455.72
1447,55,5,CodeCode,Ferramentas Educacionais,São Paulo,16/11/2024,20,362.1
1448,70,1,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,11/06/2022,13,466.2
1449,58,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,05/06/2022,15,73.54
1450,16,2,HargenXtudio,Ferramentas Criativas,São Paulo,25/02/2024,19,199.98
1451,35,4,CodeCode,Ferramentas Criativas,São Paulo,28/01/2022,9,336.43
1452,62,4,CodeCode,Ferramentas Criativas,Belo Horizonte,13/10/2023,1,479.52
1453,41,2,PowerPro,Ferramentas Educacionais,São Paulo,26/09/2023,11,269.79
1454,14,1,UI/UX-K,Ferramentas Criativas,São Paulo,29/10/2024,12,327.3
1455,26,1,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,01/12/2024,11,48.82
1456,57,2,PowerPro,Ferramentas Criativas,São Paulo,25/03/2022,15,102.24
1457,30,2,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,07/05/2024,10,411.7
1458,46,1,LostFost,Ferramentas Criativas,São Paulo,19/05/2023,3,343.43
1459,26,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,30/12/2024,8,274.04
1460,53,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,10/02/2023,6,380.07
1461,60,4,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,01/12/2023,20,262.6
1462,64,1,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,18/06/2024,16,371.37
1463,95,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,14/07/2024,8,416.34
1464,23,5,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,25/11/2022,20,170.49
1465,93,1,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,22/06/2022,10,407.07
1466,76,5,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,12/05/2023,10,472.13
1467,32,5,LostFost,Ferramentas de Desenvolvimento,São Paulo,08/11/2023,8,70.72
1468,76,5,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,14/03/2024,5,93.22
1469,59,3,PowerPro,Ferramentas Criativas,Rio de Janeiro,17/03/2024,11,287.38
1470,98,5,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,20/03/2023,10,375.08
